box_0_x,box_0_z,box_0_l,box_0_h,box_c_l,box_c_h,box_1_x,box_1_z,box_1_l,box_1_h,a_x,a_z,reward,efficiency,collision_penalty,stack_penalty
0.037,0.081,0.102,0.167,0.131,0.144,-10.0,-10.0,0.0,0.0,0.031,0.36,50.559,84.266,0,0
0.028,0.069,0.105,0.168,0.141,0.188,0.023,0.241,0.142,0.146,0.028,0.553,47.563,79.272,0,0
-0.493,0.054,0.185,0.103,0.117,0.13,-10.0,-10.0,0.0,0.0,-0.517,0.29,44.708,74.515,0,0
-0.483,0.05,0.187,0.106,0.168,0.137,-0.517,0.179,0.116,0.13,-0.516,0.423,42.127,70.212,0,0
0.058,0.057,0.102,0.134,0.142,0.168,-10.0,-10.0,0.0,0.0,0.062,0.351,52.689,87.816,0,0
0.069,0.069,0.11,0.132,0.138,0.14,0.048,0.22,0.139,0.163,0.059,0.493,48.166,80.277,0,0
0.262,0.075,0.115,0.153,0.126,0.14,-10.0,-10.0,0.0,0.0,0.26,0.337,55.261,92.103,0,0
0.248,0.077,0.118,0.148,0.177,0.172,0.257,0.216,0.128,0.136,0.26,0.514,43.879,73.133,0,0
-0.31,0.046,0.103,0.113,0.165,0.114,-10.0,-10.0,0.0,0.0,-0.321,0.271,12.735,54.559,-100.0,0
-0.291,0.054,0.108,0.116,0.161,0.197,-0.315,0.163,0.175,0.111,-0.329,0.467,22.388,53.981,0,-50.0
-0.376,0.047,0.161,0.122,0.167,0.155,-10.0,-10.0,0.0,0.0,-0.372,0.326,57.396,95.661,0,0
-0.376,0.05,0.156,0.117,0.129,0.108,-0.355,0.074,0.169,0.161,-0.378,0.432,0.155,50.26,-100.0,-50.0
-0.272,0.068,0.135,0.157,0.117,0.187,-10.0,-10.0,0.0,0.0,-0.288,0.387,51.715,86.192,0,0
-0.265,0.086,0.141,0.162,0.123,0.11,-0.297,0.071,0.111,0.182,-0.286,0.493,-11.17,31.383,-100.0,-50.0
0.332,0.064,0.154,0.138,0.18,0.151,-10.0,-10.0,0.0,0.0,0.328,0.336,55.456,92.427,0,0
0.327,0.068,0.154,0.127,0.168,0.166,0.323,0.214,0.174,0.158,0.332,0.499,50.292,83.821,0,0
-0.303,0.046,0.185,0.104,0.098,0.105,-10.0,-10.0,0.0,0.0,-0.352,0.258,14.461,57.436,-100.0,0
-0.297,0.048,0.184,0.109,0.157,0.17,-0.361,0.162,0.098,0.108,-0.363,0.427,31.546,52.577,0,0
-0.017,0.095,0.169,0.188,0.115,0.145,-10.0,-10.0,0.0,0.0,-0.045,0.368,48.938,81.564,0,0
-0.003,0.087,0.173,0.171,0.151,0.168,-0.034,0.248,0.112,0.136,-0.043,0.533,42.195,70.326,0,0
0.196,0.082,0.186,0.182,0.111,0.204,-10.0,-10.0,0.0,0.0,0.176,0.42,45.4,75.668,0,0
0.185,0.094,0.183,0.185,0.159,0.144,0.169,0.266,0.102,0.187,0.176,0.564,41.699,69.499,0,0
0.359,0.051,0.172,0.094,0.174,0.135,-10.0,-10.0,0.0,0.0,0.354,0.294,55.324,92.207,0,0
0.353,0.051,0.187,0.106,0.188,0.154,0.354,0.178,0.168,0.145,0.353,0.455,53.343,88.906,0,0
0.016,0.093,0.152,0.181,0.119,0.122,-10.0,-10.0,0.0,0.0,-0.033,0.349,22.926,71.544,-100.0,0
